CONSTRAINT_SCHEMA	TABLE_NAME	CONSTRAINT_NAME	COLUMN_NAME	REFERENCED_TABLE_NAME	REFERENCED_COLUMN_NAME
shenzhou_hr_test	auth_principal_role_assignment	fk_principal_role_role	role_id	auth_role	role_id
shenzhou_hr_test	auth_principal_role_assignment	fk_principal_role_scope	data_scope_id	auth_data_scope	scope_id
shenzhou_hr_test	auth_role_capability	fk_role_capability_capability	capability_id	auth_capability	capability_id
shenzhou_hr_test	auth_role_capability	fk_role_capability_role	role_id	auth_role	role_id
shenzhou_hr_test	employee	fk_employee_legal_entity	legal_entity_id	legal_entity	legal_entity_id
shenzhou_hr_test	employee_source_binding	fk_employee_binding_employee	employee_id	employee	employee_id
shenzhou_hr_test	employment_assignment	fk_assignment_employee	employee_id	employee	employee_id
shenzhou_hr_test	employment_assignment	fk_assignment_organization	organization_id	organization_identity	organization_id
shenzhou_hr_test	local_account	fk_local_account_principal	principal_id	auth_principal	principal_id
shenzhou_hr_test	login_failure_window	fk_login_failure_account	account_id	local_account	account_id
shenzhou_hr_test	organization_current_closure	fk_org_closure_ancestor	ancestor_organization_id	organization_identity	organization_id
shenzhou_hr_test	organization_current_closure	fk_org_closure_descendant	descendant_organization_id	organization_identity	organization_id
shenzhou_hr_test	organization_current_projection	fk_org_projection_identity	organization_id	organization_identity	organization_id
shenzhou_hr_test	organization_current_projection	fk_org_projection_version	current_version_id	organization_version	organization_version_id
shenzhou_hr_test	organization_identity	fk_org_identity_legal_entity	legal_entity_id	legal_entity	legal_entity_id
shenzhou_hr_test	organization_source_binding	fk_org_source_binding_identity	organization_id	organization_identity	organization_id
shenzhou_hr_test	organization_version	fk_org_version_identity	organization_id	organization_identity	organization_id
shenzhou_hr_test	organization_version	fk_org_version_parent	parent_organization_id	organization_identity	organization_id
shenzhou_hr_test	password_credential	fk_password_credential_account	account_id	local_account	account_id
shenzhou_hr_test	password_reset_grant	fk_password_reset_account	account_id	local_account	account_id
shenzhou_hr_test	policy_publication_record	fk_policy_publication_actor	actor_id	auth_principal	principal_id
shenzhou_hr_test	policy_publication_record	fk_policy_publication_template	template_id	policy_template	template_id
shenzhou_hr_test	policy_publication_record	fk_policy_publication_version	version_id	policy_version	version_id
shenzhou_hr_test	policy_rollback_record	fk_policy_rollback_actor	actor_id	auth_principal	principal_id
shenzhou_hr_test	policy_rollback_record	fk_policy_rollback_created	created_version_id	policy_version	version_id
shenzhou_hr_test	policy_rollback_record	fk_policy_rollback_source	source_version_id	policy_version	version_id
shenzhou_hr_test	policy_rollback_record	fk_policy_rollback_target	target_version_id	policy_version	version_id
shenzhou_hr_test	policy_rollback_record	fk_policy_rollback_template	template_id	policy_template	template_id
shenzhou_hr_test	policy_scope_binding	fk_policy_scope_version	version_id	policy_version	version_id
shenzhou_hr_test	policy_template	fk_policy_template_created_by	created_by	auth_principal	principal_id
shenzhou_hr_test	policy_template	fk_policy_template_updated_by	updated_by	auth_principal	principal_id
shenzhou_hr_test	policy_version	fk_policy_version_created_by	created_by	auth_principal	principal_id
shenzhou_hr_test	policy_version	fk_policy_version_rollback	rollback_of_version_id	policy_version	version_id
shenzhou_hr_test	policy_version	fk_policy_version_template	template_id	policy_template	template_id
shenzhou_hr_test	policy_version	fk_policy_version_updated_by	updated_by	auth_principal	principal_id
shenzhou_hr_test	session_revocation	fk_session_revocation_account	account_id	local_account	account_id
shenzhou_hr_test	session_revocation	fk_session_revocation_session	session_id	user_session	session_id
shenzhou_hr_test	user_session	fk_user_session_account	account_id	local_account	account_id
